Source,Target,Weight
Healing,Brain Tumor,1
Healing,Erectile Dysfunction,1
Healing,Smoking,1
Healing,Pneumonia,1
Healing,Omega-3,1
Healing,Insurance,1
Healing,Freckle,3
Healing,Scalp,2
Healing,Concussion,1
Healing,Ringworm,1
Healing,Toddler,1
Healing,Tick,4
Healing,Blister,6
Healing,Tooth,1
Healing,Lymphedema,3
Healing,Brain,1
Healing,Tension Headache,1
Chigger,Foot,6
Chigger,Jelly,2
Chigger,Drainage,1
Chigger,Ulcer,2
Chigger,Insect Bite,8
Chigger,Spina Bifida,1
Chigger,Nsaid,2
Chigger,Dry Mouth,3
Chigger,Fuzziness,3
Chigger,Stretch Mark,1
Chigger,Spinal Stenosis,1
Chigger,Rhinoplasty,2
Chigger,Vitamin K,1
Chigger,Bee Sting,2
Chigger,Red Wine,1
Chigger,Temperature,1
Chigger,Travel,1
Chigger,Diarrhea,2
Chigger,Vaginal Discharge,1
Chigger,Pain,1
Chigger,Infection,1
Chigger,Bruise,3
Chigger,Cuts,2
Chigger,Athlete's Foot,1
Chigger,Nebulization,1
Chigger,Pain Relief,3
Chigger,Hair,2
Chigger,Fever,1
Chigger,Memory Loss,1
Chigger,Peptic Ulcer,2
Chigger,Scabies,6
Chigger,Croup,2
Chigger,Strep Throat,3
Chigger,Buttocks,3
Chigger,Self-Exam,6
Chigger,Oral Cancer,3
Chigger,Mouth,3
Chigger,Middle Ear,1
Chigger,Insect Sting,1
Chigger,Poison Oak,5
Chigger,Systemic,1
Chigger,Arm,6
Chigger,Peanut,1
Chigger,Acne,2
Chigger,Leg,1
Chigger,Scleroderma,3
Chigger,Toothache,1
Chigger,Ears,2
Chigger,Scar,1
Chigger,Tonsil,3
Chigger,Big Toe,1
Chigger,Esophagus,3
Chigger,Freckle,1
Chigger,Allergy,1
Chigger,Scalp,2
Chigger,Ringworm,2
Chigger,Toddler,1
Chigger,Alopecia,2
Chigger,Genital Herpes,3
Chigger,Nose,2
Chigger,Lymphedema,2
Chigger,Heel,1
Chigger,Callus,1
Foot,Skin Tag,2
Foot,Erection,1
Foot,Drainage,1
Foot,Scoliosis,2
Foot,Vision,6
Foot,Ulcer,1
Foot,Insect Bite,6
Foot,Fracture,5
Foot,Pinched Nerve,1
Foot,Impotence,1
Foot,Priapism,1
Foot,Makeup,2
Foot,First Aid,1
Foot,Paraphimosis,1
Foot,Anaphylaxis,1
Foot,Nsaid,1
Foot,Dry Mouth,4
Foot,Fuzziness,4
Foot,Shoulder,4
Foot,Rhinoplasty,4
Foot,Sprain,1
Foot,Bee Sting,2
Foot,Dehydration,2
Foot,Red Wine,1
Foot,Dislocation,4
Foot,Temperature,2
Foot,Travel,2
Foot,Diarrhea,2
Foot,Pain,5
Foot,Infection,1
Foot,Penis,1
Foot,Knee,1
Foot,Taste,1
Foot,Ejaculation,1
Foot,Bruise,3
Foot,Motion Sickness,1
Foot,Athlete's Foot,12
Foot,Pain Relief,3
Foot,Seizure,1
Foot,Eyes,2
Foot,Fever,2
Foot,Wrist,1
Foot,Peptic Ulcer,1
Foot,Lice,2
Foot,Strep Throat,4
Foot,Buttocks,3
Foot,Oral Cancer,5
Foot,Pets,2
Foot,Olive,2
Foot,Mouth,6
Foot,Middle Ear,1
Foot,Insect Sting,2
Foot,Poison Oak,6
Foot,Arm,11
Foot,Peanut,1
Foot,Leg,2
Foot,Restless Leg Syndrome,2
Foot,Ears,3
Foot,Ammonia,1
Foot,St. John's Wort,4
Foot,Tonsil,4
Foot,Sea Sickness,1
Foot,Hand,6
Foot,Brain Tumor,1
Foot,Smoking,1
Foot,Colitis,2
Foot,Esophagus,4
Foot,Allergy,1
Foot,Scalp,2
Foot,Toddler,1
Foot,Weakness,2
Foot,Flatulence,1
Foot,Carpal Tunnel Syndrome,1
Foot,Fatigue,1
Foot,Blister,1
Foot,Balanitis,1
Foot,Genital Herpes,3
Foot,Nose,2
Foot,Lymphedema,4
Foot,Heel,12
Foot,Eyelid,1
Tryptophan,Nausea,4
Tryptophan,Fibromyalgia,2
Tryptophan,Tetanus,2
Tryptophan,Dementia,1
Tryptophan,Back Pain,2
Tryptophan,Fracture,3
Tryptophan,Tremor,1
Tryptophan,Manic Depressive,1
Tryptophan,Numbness,2
Tryptophan,Cancer,1
Tryptophan,Spasm,2
Tryptophan,Insomnia,6
Tryptophan,Cough,3
Tryptophan,Vitamin D,4
Tryptophan,Stroke,1
Tryptophan,Pain,2
Tryptophan,Breast Cancer,4
Tryptophan,Multivitamin,1
Tryptophan,Forearm,2
Tryptophan,Bipolar Disorder,1
Tryptophan,Motion Sickness,2
Tryptophan,Supplement,6
Tryptophan,Chest,2
Tryptophan,Deep Vein Thrombosis,1
Tryptophan,Hyperglycemia,2
Tryptophan,Gallstone,2
Tryptophan,Sleepwalking,1
Tryptophan,Scrape,1
Tryptophan,Vitamin,6
Tryptophan,Magnesium,6
Tryptophan,Osteoporosis,4
Tryptophan,Fetus,4
Tryptophan,Belch,1
Tryptophan,Sea Sickness,2
Tryptophan,Acupuncture,6
Tryptophan,Brain Tumor,1
Tryptophan,Prenatal Vitamin,4
Tryptophan,Proton Pump Inhibitor,1
Tryptophan,Hydrocodone,2
Tryptophan,Mood Swing,1
Tryptophan,Fast Food,1
Tryptophan,Lithium,1
Tryptophan,Fatigue,1
Tryptophan,Throat,4
Tryptophan,Angina,2
Tryptophan,Tension Headache,1
Skin Tag,Jet Lag,1
Skin Tag,Drainage,1
Skin Tag,Scoliosis,1
Skin Tag,Vision,2
Skin Tag,Retrograde Ejaculation,1
Skin Tag,Makeup,1
Skin Tag,Polycystic Ovarian Syndrome,1
Skin Tag,First Aid,1
Skin Tag,Spina Bifida,1
Skin Tag,Dry Mouth,1
Skin Tag,Stretch Mark,6
Skin Tag,Spinal Stenosis,2
Skin Tag,Shoulder,1
Skin Tag,Rhinoplasty,1
Skin Tag,Vitamin A,1
Skin Tag,Orgasm,1
Skin Tag,Dislocation,1
Skin Tag,Pink Eye,3
Skin Tag,Vaginal Discharge,1
Skin Tag,Movement,1
Skin Tag,Pain,1
Skin Tag,Glaucoma,3
Skin Tag,Ejaculation,1
Skin Tag,Cuts,3
Skin Tag,Athlete's Foot,1
Skin Tag,Asthma,1
Skin Tag,Hair,1
Skin Tag,Eyes,4
Skin Tag,Wrist,4
Skin Tag,Lymph Node,1
Skin Tag,Lice,3
Skin Tag,Croup,2
Skin Tag,Thyroid,3
Skin Tag,Oral Cancer,1
Skin Tag,Olive,1
Skin Tag,Mouth,2
Skin Tag,Lice Infestation,1
Skin Tag,Arm,2
Skin Tag,Peanut Butter,1
Skin Tag,Dry Skin,2
Skin Tag,Leg,1
Skin Tag,Premature Ejaculation,1
Skin Tag,Body Mass Index,1
Skin Tag,General Anesthesia,3
Skin Tag,Toothache,2
Skin Tag,Thigh,6
Skin Tag,Scar,4
Skin Tag,Hand,6
Skin Tag,Molar,1
Skin Tag,Surgery,1
Skin Tag,Insurance,1
Skin Tag,Freckle,1
Skin Tag,Ringworm,1
Skin Tag,Tick,2
Skin Tag,Blister,3
Skin Tag,Hemorrhoid,2
Skin Tag,Coconut Oil,1
Skin Tag,Tooth,1
Skin Tag,Lymphedema,3
Skin Tag,Heel,2
Skin Tag,Angina,1
Skin Tag,Callus,2
Irritable Bowel Syndrome,Nausea,5
Irritable Bowel Syndrome,Scoliosis,3
Irritable Bowel Syndrome,Ulcer,4
Irritable Bowel Syndrome,Dementia,1
Irritable Bowel Syndrome,Pinched Nerve,1
Irritable Bowel Syndrome,Worm,2
Irritable Bowel Syndrome,Heart Disease,3
Irritable Bowel Syndrome,First Aid,3
Irritable Bowel Syndrome,Tremor,2
Irritable Bowel Syndrome,Numbness,4
Irritable Bowel Syndrome,Cancer,2
Irritable Bowel Syndrome,Sepsis,1
Irritable Bowel Syndrome,Dopamine,1
Irritable Bowel Syndrome,Spasm,1
Irritable Bowel Syndrome,Cramps,5
Irritable Bowel Syndrome,Nsaid,3
Irritable Bowel Syndrome,Spinal Stenosis,3
Irritable Bowel Syndrome,Shoulder,1
Irritable Bowel Syndrome,Digestive System,5
Irritable Bowel Syndrome,Dehydration,1
Irritable Bowel Syndrome,Dislocation,1
Irritable Bowel Syndrome,Urinary Incontinence,2
Irritable Bowel Syndrome,Legg-Calve-Perthes Disease,4
Irritable Bowel Syndrome,Travel,1
Irritable Bowel Syndrome,Diarrhea,11
Irritable Bowel Syndrome,Pain,2
Irritable Bowel Syndrome,Knee,1
Irritable Bowel Syndrome,Catheter,1
Irritable Bowel Syndrome,Asthma Attack,3
Irritable Bowel Syndrome,Forearm,2
Irritable Bowel Syndrome,Ejaculation,1
Irritable Bowel Syndrome,Asthma,6
Irritable Bowel Syndrome,Diabetic Neuropathy,1
Irritable Bowel Syndrome,Chest,1
Irritable Bowel Syndrome,Rheumatoid Arthritis,1
Irritable Bowel Syndrome,Parkinson's Disease,7
Irritable Bowel Syndrome,Memory Loss,1
Irritable Bowel Syndrome,Hyperglycemia,1
Irritable Bowel Syndrome,Peptic Ulcer,3
Irritable Bowel Syndrome,Hives,4
Irritable Bowel Syndrome,Croup,3
Irritable Bowel Syndrome,Pelvis,1
Irritable Bowel Syndrome,Hyperkalemia,1
Irritable Bowel Syndrome,Detached Retina,1
Irritable Bowel Syndrome,Leg,5
Irritable Bowel Syndrome,Scleroderma,3
Irritable Bowel Syndrome,Stomach,6
Irritable Bowel Syndrome,Nerve,1
Irritable Bowel Syndrome,Weight,1
Irritable Bowel Syndrome,Bowel Movement,6
Irritable Bowel Syndrome,Ammonia,2
Irritable Bowel Syndrome,Kidney,1
Irritable Bowel Syndrome,Urinary Tract Infection,1
Irritable Bowel Syndrome,Vascular Dementia,1
Irritable Bowel Syndrome,Brain Tumor,3
Irritable Bowel Syndrome,Colitis,6
Irritable Bowel Syndrome,Bloating,4
Irritable Bowel Syndrome,Proton Pump Inhibitor,2
Irritable Bowel Syndrome,Hydrocodone,1
Irritable Bowel Syndrome,Mood Swing,1
Irritable Bowel Syndrome,Concussion,2
Irritable Bowel Syndrome,Lithium,1
Irritable Bowel Syndrome,Weakness,9
Irritable Bowel Syndrome,Flatulence,2
Irritable Bowel Syndrome,Cirrhosis,3
Irritable Bowel Syndrome,Fatigue,3
Irritable Bowel Syndrome,Stent,1
Irritable Bowel Syndrome,Balanitis,1
Irritable Bowel Syndrome,Gout,1
Irritable Bowel Syndrome,Colon,1
Irritable Bowel Syndrome,Angina,1
Irritable Bowel Syndrome,Tension Headache,4
Nausea,Ulcer,4
Nausea,Serotonin,1
Nausea,Numbness,4
Nausea,Cancer,1
Nausea,Anaphylaxis,1
Nausea,Cramps,2
Nausea,Nsaid,4
Nausea,Insomnia,1
Nausea,Kidney Stone,1
Nausea,Lactose,1
Nausea,Vitamin D,6
Nausea,Bee Sting,1
Nausea,Diarrhea,5
Nausea,Stroke,1
Nausea,Breast Cancer,5
Nausea,Multivitamin,1
Nausea,Supplement,6
Nausea,Deep Vein Thrombosis,1
Nausea,Hyperglycemia,1
Nausea,Peptic Ulcer,4
Nausea,Hives,4
Nausea,Sleepwalking,1
Nausea,Tea,1
Nausea,Vitamin,6
Nausea,Magnesium,5
Nausea,Insect Sting,1
Nausea,Osteoporosis,6
Nausea,Lactase,1
Nausea,Coffee,1
Nausea,Stomach,4
Nausea,Fetus,5
Nausea,St. John's Wort,1
Nausea,Dairy,1
Nausea,Brain Tumor,4
Nausea,Colitis,5
Nausea,Prenatal Vitamin,6
Nausea,Proton Pump Inhibitor,2
Nausea,Fatigue,1
Nausea,Tension Headache,4
Erection,Fibromyalgia,2
Erection,Genetic Disorder,1
Erection,Fracture,1
Erection,Impotence,6
Erection,Priapism,12
Erection,Heart Disease,1
Erection,Congestive Heart Failure,1
Erection,Paraphimosis,6
Erection,Marijuana,2
Erection,Anaphylaxis,3
Erection,Prostate Cancer,6
Erection,Stretch Mark,1
Erection,Rhinoplasty,1
Erection,Orgasm,1
Erection,Sexually Transmitted Disease,1
Erection,Mammogram,4
Erection,Travel,3
Erection,Bacterial Vaginosis,4
Erection,Vaginal Discharge,1
Erection,Vaccines,1
Erection,Low Blood Pressure,1
Erection,Colonoscopy,1
Erection,Penis,12
Erection,Catheter,1
Erection,Breast Cancer,4
Erection,Irregularity,1
Erection,Ejaculation,1
Erection,Motion Sickness,1
Erection,Schizophrenia,4
Erection,Seizure,4
Erection,Hair,1
Erection,Libido,7
Erection,Wrist,1
Erection,Deep Vein Thrombosis,1
Erection,Tai Chi,2
Erection,Sexual Intercourse,2
Erection,Pelvis,2
Erection,Self-Exam,1
Erection,Paranoid Behavior,4
Erection,Obesity,1
Erection,Type 2 Diabetes,1
Erection,Hypothyroidism,1
Erection,Fear,5
Erection,Yeast Infection,4
Erection,Acne,1
Erection,Genetic Testing,1
Erection,Spotting,1
Erection,Ovary,4
Erection,Thigh,1
Erection,Pregnancy,4
Erection,Sea Sickness,1
Erection,Premature Menopause,2
Erection,Erectile Dysfunction,12
Erection,Smoking,6
Erection,Testicular Cancer,1
Erection,Cardioversion,1
Erection,Prostate,6
Erection,Adrenal Gland,1
Erection,Alopecia,1
Erection,Carpal Tunnel Syndrome,1
Erection,Balanitis,6
Erection,Addiction,2
Erection,Estrogen,4
Fibromyalgia,Femur,1
Fibromyalgia,Dementia,1
Fibromyalgia,Back Pain,6
Fibromyalgia,Impotence,1
Fibromyalgia,Priapism,5
Fibromyalgia,Polycystic Ovarian Syndrome,2
Fibromyalgia,Serotonin,2
Fibromyalgia,First Aid,2
Fibromyalgia,Foreskin,3
Fibromyalgia,Anxiety,2
Fibromyalgia,Numbness,2
Fibromyalgia,Cancer,1
Fibromyalgia,Sepsis,2
Fibromyalgia,Marijuana,6
Fibromyalgia,Anger,2
Fibromyalgia,Spasm,6
Fibromyalgia,Epistaxis,2
Fibromyalgia,Nsaid,2
Fibromyalgia,Tinnitus,1
Fibromyalgia,Stretch Mark,1
Fibromyalgia,Insomnia,3
Fibromyalgia,Orgasm,3
Fibromyalgia,Red Wine,1
Fibromyalgia,Dislocation,4
Fibromyalgia,Temperature,2
Fibromyalgia,Diarrhea,1
Fibromyalgia,Hormone,4
Fibromyalgia,Pain,6
Fibromyalgia,Low Blood Pressure,2
Fibromyalgia,Multivitamin,1
Fibromyalgia,Pelvic Area,1
Fibromyalgia,Forearm,6
Fibromyalgia,Ejaculation,1
Fibromyalgia,Bipolar Disorder,4
Fibromyalgia,Chest,7
Fibromyalgia,Libido,2
Fibromyalgia,Tai Chi,6
Fibromyalgia,Hepatitis B,2
Fibromyalgia,Panic Attack,2
Fibromyalgia,Sexual Intercourse,2
Fibromyalgia,Lice,1
Fibromyalgia,Gallstone,6
Fibromyalgia,Pets,1
Fibromyalgia,Lice Infestation,1
Fibromyalgia,Insect Sting,1
Fibromyalgia,Sexual Problem,4
Fibromyalgia,Fear,1
Fibromyalgia,Premature Ejaculation,3
Fibromyalgia,Ears,2
Fibromyalgia,Irritability,2
Fibromyalgia,Acupuncture,2
Fibromyalgia,Brain Tumor,2
Fibromyalgia,Erectile Dysfunction,7
Fibromyalgia,Colitis,1
Fibromyalgia,Proton Pump Inhibitor,1
Fibromyalgia,Hydrocodone,6
Fibromyalgia,Mood Swing,3
Fibromyalgia,Circumcision,3
Fibromyalgia,Fatigue,1
Fibromyalgia,Stent,1
Fibromyalgia,Coconut Oil,1
Fibromyalgia,Brain,1
Fibromyalgia,Angina,6
Fibromyalgia,Tension Headache,2
Meat,Soy,3
Meat,Fertility,6
Meat,Protein,2
Meat,Fatty Liver Disease,1
Meat,Cardiovascular Disease,1
Meat,Sunscreen,1
Meat,Vitamin D,1
Meat,Fish,5
Meat,Red Wine,2
Meat,Temperature,3
Meat,Salmon,6
Meat,NAFLD,1
Meat,Taste,3
Meat,Cuts,6
Meat,Weight Gain,1
Meat,Waist,1
Meat,Pork,18
Meat,Obesity,1
Meat,Electrogastrogram,3
Meat,Tea,3
Meat,Wine,2
Meat,Walnut,2
Meat,Coffee,4
Meat,Fiber,3
Meat,Drinking,3
Meat,Body Mass Index,1
Meat,Weight,1
Meat,Carbohydrate,7
Meat,Pregnancy,3
Meat,Tonsil,1
Meat,Dairy,7
Meat,Amino Acids,2
Meat,Protein S Deficiency,2
Meat,Plant,5
Meat,Poison Ivy,2
Meat,Throat,1
Jet Lag,Squash,1
Jet Lag,Fitness,1
Jet Lag,Mayonnaise,2
Jet Lag,Movement,1
Jet Lag,Low Blood Pressure,1
Jet Lag,Pelvic Area,2
Jet Lag,Cuts,1
Jet Lag,Asthma,2
Jet Lag,Hair,1
Jet Lag,Second Degree Burn,2
Jet Lag,Lice,1
Jet Lag,Scrape,1
Jet Lag,Lice Infestation,1
Jet Lag,Dry Skin,1
Jet Lag,Spit,1
Jet Lag,Tonsil,2
Jet Lag,Circumcision,1
Jet Lag,Testosterone,3
Jet Lag,Arthritis,2
Jet Lag,Running,1
Jet Lag,Blister,1
Jet Lag,Heel,3
Jet Lag,Callus,2
Carbon Dioxide,Pore,1
Beta Blocker,Oatmeal,1
Beta Blocker,Heart Disease,6
Beta Blocker,Polycystic Ovarian Syndrome,2
Beta Blocker,Congestive Heart Failure,9
Beta Blocker,Pulmonary Embolism,2
Beta Blocker,Anxiety,2
Beta Blocker,Bioidentical Hormone,1
Beta Blocker,Implant Radiation,1
Beta Blocker,Cancer,1
Beta Blocker,Dopamine,4
Beta Blocker,Prostate Cancer,1
Beta Blocker,Fatty Liver Disease,1
Beta Blocker,Kidney Stone,1
Beta Blocker,Vitamin D,1
Beta Blocker,Vitamin K,1
Beta Blocker,Urinary Incontinence,1
Beta Blocker,Incontinence,1
Beta Blocker,Stroke,4
Beta Blocker,ANA Test,1
Beta Blocker,Gastric Bypass Surgery,4
Beta Blocker,Hormone,2
Beta Blocker,NAFLD,1
Beta Blocker,Asthma,1
Beta Blocker,Nebulization,1
Beta Blocker,Chest,2
Beta Blocker,Hepatitis C,1
Beta Blocker,Panic Attack,4
Beta Blocker,Thyroid,1
Beta Blocker,Ovarian Cancer,1
Beta Blocker,Carotid Artery,3
Beta Blocker,Pacemaker,6
Beta Blocker,Type 2 Diabetes,1
Beta Blocker,Magnesium,1
Beta Blocker,Heart,7
Beta Blocker,Hypothyroidism,1
Beta Blocker,Kidney Failure,3
Beta Blocker,Ovary,1
Beta Blocker,Blood Pressure,2
Beta Blocker,Kidney,1
Beta Blocker,Shellfish,1
Beta Blocker,Quit Smoking,2
Beta Blocker,Premature Menopause,2
Beta Blocker,Smoking,2
Beta Blocker,Pneumonia,1
Beta Blocker,Plant,1
Beta Blocker,Sleep Apnea,6
Beta Blocker,Testosterone,1
Beta Blocker,Adrenal Gland,1
Beta Blocker,Biopsy,1
Beta Blocker,Cirrhosis,1
Beta Blocker,Anemia,1
Beta Blocker,Benign Prostatic Hyperplasia,1
Beta Blocker,Angina,1
Beta Blocker,Heart Attack,7
Jelly,Incontinence,1
Jelly,Travel,1
Jelly,Multivitamin,1
Jelly,Asthma,2
Jelly,Hair,2
Jelly,Deep Vein Thrombosis,3
Jelly,Scabies,2
Jelly,Croup,1
Jelly,Self-Exam,2
Jelly,Pets,1
Jelly,Acne,2
Jelly,Scleroderma,1
Jelly,Ringworm,1
Jelly,Alopecia,2
Jelly,Blister,1
Jelly,Lymphedema,1
Jelly,Eyelid,2
Oatmeal,Soy,1
Oatmeal,Bioidentical Hormone,1
Oatmeal,Fatty Liver Disease,1
Oatmeal,Vitamin D,3
Oatmeal,Stroke,6
Oatmeal,Hormone,1
Oatmeal,Salmon,2
Oatmeal,NAFLD,1
Oatmeal,Taste,2
Oatmeal,Diabetic Neuropathy,2
Oatmeal,Hepatitis C,1
Oatmeal,Hyperkalemia,3
Oatmeal,Magnesium,3
Oatmeal,Heart,8
Oatmeal,Narcotic,1
Oatmeal,Coffee,2
Oatmeal,Fiber,6
Oatmeal,Type 1 Diabetes,3
Oatmeal,Insulin,2
Oatmeal,Nerve,2
Oatmeal,Blood Pressure,3
Oatmeal,Dairy,1
Oatmeal,Amino Acids,4
Oatmeal,Hepatitis,1
Oatmeal,Protein S Deficiency,4
Oatmeal,Plant,9
Oatmeal,Testosterone,3
Oatmeal,Adrenal Gland,1
Oatmeal,Biopsy,1
Oatmeal,Flatulence,2
Oatmeal,Estrogen,1
Oatmeal,Heart Attack,6
Oatmeal,High Blood Pressure,4
Soy,Fetal Alcohol Syndrome,1
Soy,Pulmonary Embolism,1
Soy,Bioidentical Hormone,1
Soy,Fertility,1
Soy,Protein,6
Soy,Fatty Liver Disease,1
Soy,Chronic Obstructive Pulmonary Disease,1
Soy,Vitamin D,1
Soy,Temperature,1
Soy,Stroke,1
Soy,ANA Test,1
Soy,Hormone,1
Soy,Salmon,1
Soy,Catheter,1
Soy,NAFLD,1
Soy,Taste,2
Soy,Cuts,3
Soy,Diabetic Neuropathy,1
Soy,Weight Gain,3
Soy,Waist,6
Soy,Hepatitis B,1
Soy,Pork,3
Soy,Thyroid,1
Soy,Obesity,1
Soy,Potato,1
Soy,Tea,2
Soy,Heart,2
Soy,Rehabilitation,1
Soy,Narcotic,2
Soy,Hypothyroidism,1
Soy,Fiber,3
Soy,Drinking,2
Soy,Type 1 Diabetes,2
Soy,Body Mass Index,5
Soy,Insulin,2
Soy,Thigh,2
Soy,Weight,1
Soy,Blood Pressure,1
Soy,Uric Acid,1
Soy,Carbohydrate,5
Soy,Tonsil,2
Soy,Dairy,6
Soy,Amino Acids,7
Soy,Hepatitis,1
Soy,Protein S Deficiency,7
Soy,Cardioversion,1
Soy,Plant,5
Soy,Poison Ivy,4
Soy,Testosterone,1
Soy,Adrenal Gland,1
Soy,Flatulence,1
Soy,Throat,2
Soy,Heart Attack,1
Soy,Tension Headache,2
Soy,High Blood Pressure,3
Fetal Alcohol Syndrome,Meal,2
Fetal Alcohol Syndrome,Birth Defect,2
Fetal Alcohol Syndrome,Polycystic Ovarian Syndrome,1
Fetal Alcohol Syndrome,Anxiety,2
Fetal Alcohol Syndrome,Marijuana,1
Fetal Alcohol Syndrome,Alcoholism,6
Fetal Alcohol Syndrome,ANA Test,3
Fetal Alcohol Syndrome,Transient Ischemia Attack,1
Fetal Alcohol Syndrome,Domestic Violence,3
Fetal Alcohol Syndrome,Hepatitis B,3
Fetal Alcohol Syndrome,Drug,2
Fetal Alcohol Syndrome,Wine,6
Fetal Alcohol Syndrome,Grapefruit,1
Fetal Alcohol Syndrome,Drinking,6
Fetal Alcohol Syndrome,Fetus,4
Fetal Alcohol Syndrome,Hepatitis,3
Fetal Alcohol Syndrome,Omega-3,2
Fetal Alcohol Syndrome,Addiction,2
Fetal Alcohol Syndrome,Brain,3
Drainage,Vision,1
Drainage,Ulcer,1
Drainage,Immunotherapy,1
Drainage,Insect Bite,6
Drainage,Makeup,1
Drainage,Anaphylaxis,2
Drainage,Spina Bifida,1
Drainage,Nsaid,1
Drainage,Fuzziness,1
Drainage,Cough,4
Drainage,Vitamin A,1
Drainage,Vitamin K,1
Drainage,Food Allergy,4
Drainage,Bee Sting,2
Drainage,Incontinence,1
Drainage,Temperature,1
Drainage,Diarrhea,6
Drainage,Bacterial Vaginosis,1
Drainage,Mayonnaise,3
Drainage,Coldness,4
Drainage,Bruise,1
Drainage,Cold,4
Drainage,Athlete's Foot,3
Drainage,Nebulization,1
Drainage,Pain Relief,1
Drainage,Eyes,1
Drainage,Fever,2
Drainage,Herpes Simplex,1
Drainage,Memory Loss,4
Drainage,Peptic Ulcer,1
Drainage,Croup,1
Drainage,Strep Throat,1
Drainage,Scrape,1
Drainage,Vitiligo,1
Drainage,Olive,2
Drainage,Injection,2
Drainage,Middle Ear,3
Drainage,Insect Sting,3
Drainage,Poison Oak,3
Drainage,Collagen,2
Drainage,Narcotic,3
Drainage,Arm,1
Drainage,Peanut,3
Drainage,Yeast Infection,2
Drainage,Acne,1
Drainage,Grapefruit,1
Drainage,Dry Skin,3
Drainage,Smell,1
Drainage,Virus,1
Drainage,Spit,1
Drainage,General Anesthesia,2
Drainage,Toothache,1
Drainage,Ears,1
Drainage,Shellfish,4
Drainage,Nasal Spray,3
Drainage,Tonsil,1
Drainage,Quit Smoking,1
Drainage,methicillin resistant staphylococcus aureus,6
Drainage,Ichthyosis,1
Drainage,Pneumonia,3
Drainage,Freckle,1
Drainage,Allergy,4
Drainage,Scalp,3
Drainage,Poison Ivy,5
Drainage,Tick,1
Drainage,Coconut Oil,2
Drainage,Throat,4
Drainage,Genital Herpes,2
Drainage,Lymphedema,1
Drainage,Heel,1
Drainage,Eyelid,1
Scoliosis,Vision,2
Scoliosis,Dementia,1
Scoliosis,Pinched Nerve,2
Scoliosis,Heart Disease,6
Scoliosis,Makeup,2
Scoliosis,First Aid,2
Scoliosis,Pulmonary Embolism,1
Scoliosis,Cancer,1
Scoliosis,Dopamine,2
Scoliosis,Spinal Stenosis,6
Scoliosis,Kidney Stone,1
Scoliosis,Vitamin K,1
Scoliosis,Urinary Incontinence,3
Scoliosis,Legg-Calve-Perthes Disease,5
Scoliosis,Movement,2
Scoliosis,Pain,3
Scoliosis,Catheter,3
Scoliosis,Multivitamin,1
Scoliosis,Forearm,1
Scoliosis,Ejaculation,3
Scoliosis,Asthma,3
Scoliosis,Diabetic Neuropathy,2
Scoliosis,Nebulization,1
Scoliosis,Eyes,2
Scoliosis,Rheumatoid Arthritis,1
Scoliosis,Deep Vein Thrombosis,1
Scoliosis,Lice,3
Scoliosis,Croup,2
Scoliosis,Pets,2
Scoliosis,Olive,2
Scoliosis,Mouth,1
Scoliosis,Hypothyroidism,3
Scoliosis,Kidney Failure,1
Scoliosis,Dry Skin,1
Scoliosis,Leg,1
Scoliosis,Scleroderma,2
Scoliosis,Nerve,2
Scoliosis,Kidney,3
Scoliosis,Urinary Tract Infection,3
Scoliosis,Hand,2
Scoliosis,Brain Tumor,1
Scoliosis,Pneumonia,2
Scoliosis,Omega-3,1
Scoliosis,Adrenal Gland,3
Scoliosis,Toddler,1
Scoliosis,Cirrhosis,2
Scoliosis,Anemia,1
Scoliosis,Balanitis,1
Scoliosis,Heel,3
Scoliosis,Gout,1
Scoliosis,Brain,1
Scoliosis,Angina,1
Meal,Squash,1
Meal,Anxiety,7
Meal,Fitness,6
Meal,Marijuana,2
Meal,Protein,6
Meal,Morning After Pill,1
Meal,Alcoholism,2
Meal,Boil,1
Meal,Stretch Mark,2
Meal,Dehydration,1
Meal,Urinary Incontinence,2
Meal,Salmon,1
Meal,Domestic Violence,2
Meal,Weight Gain,4
Meal,Carotid Artery,2
Meal,Salad,2
Meal,Drug,2
Meal,Wine,4
Meal,Narcotic,1
Meal,Arm,1
Meal,Grapefruit,3
Meal,Dry Skin,1
Meal,Coffee,2
Meal,Drinking,3
Meal,Insulin,3
Meal,Weight,6
Meal,Fast Food,4
Meal,Arthritis,1
Meal,Running,1
Meal,Addiction,3
Meal,Brain,3
Vision,Tetanus,4
Vision,Makeup,2
Vision,Polycystic Ovarian Syndrome,1
Vision,Fitness,2
Vision,Insomnia,6
Vision,Rhinoplasty,1
Vision,Keratosis Pilaris,1
Vision,Bee Sting,1
Vision,Temperature,1
Vision,Mayonnaise,1
Vision,Multivitamin,1
Vision,Forearm,1
Vision,Taste,3
Vision,Motion Sickness,1
Vision,Cold,2
Vision,Athlete's Foot,2
Vision,Diabetic Neuropathy,1
Vision,Nebulization,1
Vision,Hair,2
Vision,Eyes,2
Vision,Fever,1
Vision,Libido,1
Vision,Wrist,1
Vision,Tai Chi,6
Vision,Ulcerative Colitis,1
Vision,Sexual Intercourse,1
Vision,Scrape,2
Vision,Pets,2
Vision,Obesity,2
Vision,Vitiligo,2
Vision,Olive,8
Vision,Mouth,3
Vision,Exposure,1
Vision,Middle Ear,2
Vision,Tea,1
Vision,Ice Cream,1
Vision,Fear,1
Vision,Arm,1
